battle,link,date
Battle of the Aegates Islands,https://en.wikipedia.org/wiki/Battle_of_the_Aegates_Islands,241 BC
Battle of the Caecus River,https://en.wikipedia.org/wiki/Battle_of_the_Caecus_River,241 BC
Battle of Utica,https://en.wikipedia.org/wiki/Battle_of_Utica,240 BC
Battle of the Bagradas River,https://en.wikipedia.org/wiki/Battle_of_the_Bagradas_River_(240_BC),240 BC
Hamilcar's victory with Naravas,https://en.wikipedia.org/wiki/Hamilcar%27s_victory_with_Naravas,240 BC
Battle of Ancyra,https://en.wikipedia.org/wiki/Battle_of_Ancyra,239 BC
"Battle of ""The Saw""",https://en.wikipedia.org/wiki/Battle_of_%22The_Saw%22,238 BC
Battle of Aphrodisium,https://en.wikipedia.org/wiki/Battle_of_Aphrodisium,238 BC
Battle of Leptis Parva,https://en.wikipedia.org/wiki/Battle_of_Leptis_Parva,238 BC
Battle of Fei,https://en.wikipedia.org/wiki/Battle_of_Fei_(233_BCE),233 BC
Siege of Medion,https://en.wikipedia.org/wiki/Siege_of_Medion,231 BC
Battle of Phoenice,https://en.wikipedia.org/wiki/Battle_of_Phoenice,230 BC
Battle of Paxos,https://en.wikipedia.org/wiki/Battle_of_Paxos,229 BC
Battle of the Harpasus,https://en.wikipedia.org/wiki/Battle_of_the_Harpasus,229 BC
Battle of Epidamnus,https://en.wikipedia.org/wiki/Battle_of_Epidamnus,229 BC
Siege of Issa,https://en.wikipedia.org/wiki/Siege_of_Issa,229 BC
Battle of Mount Lycaeum,https://en.wikipedia.org/wiki/Battle_of_Mount_Lycaeum,227 BC
Battle of Dyme,https://en.wikipedia.org/wiki/Battle_of_Dyme,226 BC
Battle of Faesulae,https://en.wikipedia.org/wiki/Battle_of_Faesulae,225 BC
Battle of Telamon,https://en.wikipedia.org/wiki/Battle_of_Telamon,225 BC
Battle of Clastidium,https://en.wikipedia.org/wiki/Battle_of_Clastidium,222 BC
Battle of Sellasia,https://en.wikipedia.org/wiki/Battle_of_Sellasia,222 BC
Siege of Saguntum,https://en.wikipedia.org/wiki/Siege_of_Saguntum,218 BC
Battle of Lilybaeum,https://en.wikipedia.org/wiki/Battle_of_Lilybaeum,218 BC
Battle of Rhone Crossing,https://en.wikipedia.org/wiki/Battle_of_Rhone_Crossing,218 BC
Battle of the Ticinus,https://en.wikipedia.org/wiki/Battle_of_the_Ticinus,218 BC
Battle of the Trebia,https://en.wikipedia.org/wiki/Battle_of_the_Trebia,218 BC
Battle of Cissa,https://en.wikipedia.org/wiki/Battle_of_Cissa,218 BC
Battle of Raphia,https://en.wikipedia.org/wiki/Battle_of_Raphia,217 BC
Battle of Lake Trasimene,https://en.wikipedia.org/wiki/Battle_of_Lake_Trasimene,217 BC
Battle of Ebro River,https://en.wikipedia.org/wiki/Battle_of_Ebro_River,217 BC
Battle of Ager Falernus,https://en.wikipedia.org/wiki/Battle_of_Ager_Falernus,217 BC
Battle of Geronium,https://en.wikipedia.org/wiki/Battle_of_Geronium,217 BC
Battle of Cannae,https://en.wikipedia.org/wiki/Battle_of_Cannae,216 BC
First Battle of Nola,https://en.wikipedia.org/wiki/First_Battle_of_Nola,216 BC
Battle of Dertosa,https://en.wikipedia.org/wiki/Battle_of_Dertosa,215 BC
Second Battle of Nola,https://en.wikipedia.org/wiki/Second_Battle_of_Nola,215 BC
Battle of Cornus,https://en.wikipedia.org/wiki/Battle_of_Cornus,215 BC
Third Battle of Nola,https://en.wikipedia.org/wiki/Third_Battle_of_Nola,214 BC
Battle of Beneventum,https://en.wikipedia.org/wiki/Battle_of_Beneventum_(214_BC),214 BC
Siege of Syracuse,https://en.wikipedia.org/wiki/Siege_of_Syracuse_(214%E2%80%93212_BC),214 BC
Battle of Tarentum,https://en.wikipedia.org/wiki/Battle_of_Tarentum_(212_BC),212 BC
First Battle of Capua,https://en.wikipedia.org/wiki/Battle_of_Capua_(212_BC),212 BC
Battle of Beneventum,https://en.wikipedia.org/wiki/Battle_of_Beneventum_(212_BC),212 BC
Battle of the Silarus,https://en.wikipedia.org/wiki/Battle_of_the_Silarus,212 BC
Battle of Herdonia,https://en.wikipedia.org/wiki/Battle_of_Herdonia,212 BC
Battle of the Upper Baetis,https://en.wikipedia.org/wiki/Battle_of_the_Upper_Baetis,211 BC
Second Battle of Capua,https://en.wikipedia.org/wiki/Second_Battle_of_Capua,211 BC
Second Battle of Herdonia,https://en.wikipedia.org/wiki/Second_Battle_of_Herdonia,210 BC
Battle of Numistro,https://en.wikipedia.org/wiki/Battle_of_Numistro,210 BC
First Battle of Lamia,https://en.wikipedia.org/wiki/First_Battle_of_Lamia,209 BC
Second Battle of Lamia,https://en.wikipedia.org/wiki/Second_Battle_of_Lamia,209 BC
Battle of Asculum,https://en.wikipedia.org/wiki/Battle_of_Canusium,209 BC
Battle of Tarentum,https://en.wikipedia.org/wiki/Battle_of_Tarentum_(209_BC),209 BC
Battle of Mount Labus,https://en.wikipedia.org/wiki/Battle_of_Mount_Labus,209 BC
Battle of Baecula,https://en.wikipedia.org/wiki/Battle_of_Baecula,208 BC
Siege of Bactra,https://en.wikipedia.org/wiki/Siege_of_Bactra,208 BC
Battle of the Arius,https://en.wikipedia.org/wiki/Battle_of_the_Arius,208 BC
Battle of Grumentum,https://en.wikipedia.org/wiki/Battle_of_Grumentum,207 BC
Battle of Julu,https://en.wikipedia.org/wiki/Battle_of_Julu,207 BC
Battle of the Metaurus,https://en.wikipedia.org/wiki/Battle_of_the_Metaurus,207 BC
Battle of Cartagena,https://en.wikipedia.org/wiki/Battle_of_Cartagena_(207_BC),207 BC
Battle of Mantinea,https://en.wikipedia.org/wiki/Battle_of_Mantinea_(207_BC),207 BC
Battle of Ilipa,https://en.wikipedia.org/wiki/Battle_of_Ilipa,206 BC
Battle of Pengcheng,https://en.wikipedia.org/wiki/Battle_of_Pengcheng,205 BC
Battle of Anyi,https://en.wikipedia.org/wiki/Battle_of_Anyi,205 BC
Battle of Jingxing,https://en.wikipedia.org/wiki/Battle_of_Jingxing,205 BC
Battle of Tao River,https://en.wikipedia.org/wiki/Battle_of_Tao_River,205 BC
Battle of Crotona,https://en.wikipedia.org/wiki/Battle_of_Crotona,204 BC
Battle of Utica,https://en.wikipedia.org/wiki/Battle_of_Utica_(204_BC),204 BC
Battle of Wei River,https://en.wikipedia.org/wiki/Battle_of_Wei_River,204 BC
Battle of Utica,https://en.wikipedia.org/wiki/Battle_of_Utica_(203_BC),203 BC
Battle of Bagbrades,https://en.wikipedia.org/wiki/Battle_of_Bagbrades,203 BC
Battle of Cirta,https://en.wikipedia.org/wiki/Battle_of_Cirta,203 BC
Po Valley Raid,https://en.wikipedia.org/wiki/Po_Valley_Raid,203 BC
Battle of Zama,https://en.wikipedia.org/wiki/Battle_of_Zama,202 BC
Battle of Gaixia,https://en.wikipedia.org/wiki/Battle_of_Gaixia,202 BC
Battle of Chios,https://en.wikipedia.org/wiki/Battle_of_Chios_(201_BC),201 BC
Battle of Lade,https://en.wikipedia.org/wiki/Battle_of_Lade_(201_BC),201 BC
Battle of Cremona,https://en.wikipedia.org/wiki/Battle_of_Cremona_(200_BC),200 BC
Battle of Baideng,https://en.wikipedia.org/wiki/Battle_of_Baideng,200 BC
Battle of Panium,https://en.wikipedia.org/wiki/Battle_of_Panium,200 BC
Battle of the Aous,https://en.wikipedia.org/wiki/Battle_of_the_Aous_(198_BC),198 BC
Battle of Cynoscephalae,https://en.wikipedia.org/wiki/Battle_of_Cynoscephalae,197 BC
Battle of Placentia,https://en.wikipedia.org/wiki/Battle_of_Placentia_(194_BC),194 BC
Battle of Mutina,https://en.wikipedia.org/wiki/Battle_of_Mutina_(194_BC),194 BC
Battle of Gythium,https://en.wikipedia.org/wiki/Battle_of_Gythium,194 BC
Battle of Thermopylae,https://en.wikipedia.org/wiki/Battle_of_Thermopylae_(191_BC),191 BC
Battle of Corycus,https://en.wikipedia.org/wiki/Battle_of_Corycus,191 BC
Battle of the Eurymedon,https://en.wikipedia.org/wiki/Battle_of_the_Eurymedon_(190_BC),190 BC
Battle of Myonessus,https://en.wikipedia.org/wiki/Battle_of_Myonessus,190 BC
Battle of Magnesia,https://en.wikipedia.org/wiki/Battle_of_Magnesia,190 BC
Battle of Mount Olympus,https://en.wikipedia.org/wiki/Battle_of_Mount_Olympus,189 BC
Battle of Ancyra,https://en.wikipedia.org/wiki/Galatian_War,189 BC
Battle of Manlian Pass,https://en.wikipedia.org/wiki/Battle_of_Manlian_Pass,181 BC
Battle of Callicinus,https://en.wikipedia.org/wiki/Battle_of_Callicinus,171 BC
Siege of Eucratideia,https://en.wikipedia.org/wiki/Siege_of_Eucratideia,169 BC
Battle of Pydna,https://en.wikipedia.org/wiki/Battle_of_Pydna,168 BC
Battle of Wadi Haramia,https://en.wikipedia.org/wiki/Battle_of_Wadi_Haramia,167 BC
Battle of Beth Horon (166 BC),https://en.wikipedia.org/wiki/Battle_of_Beth_Horon_(166_BC),166 BC
Battle of Emmaus,https://en.wikipedia.org/wiki/Battle_of_Emmaus,166 BC
Battle of Beth Zur,https://en.wikipedia.org/wiki/Battle_of_Beth_Zur,164 BC
Battle of Beth Zachariah,https://en.wikipedia.org/wiki/Battle_of_Beth_Zachariah,162 BC
Battle of Vijithapura,https://en.wikipedia.org/wiki/Battle_of_Vijithapura,162 BC
Battle of Adasa,https://en.wikipedia.org/wiki/Battle_of_Adasa,161 BC
Battle of Elasa,https://en.wikipedia.org/wiki/Battle_of_Elasa,160 BC
Battle of Oroscopa,https://en.wikipedia.org/wiki/Battle_of_Oroscopa,151 BC
Battle of Lake Tunis,https://en.wikipedia.org/wiki/Battle_of_Lake_Tunis,149 BC
Battle of Pydna,https://en.wikipedia.org/wiki/Battle_of_Pydna_(148_BC),148 BC
Battle of the Port of Carthage,https://en.wikipedia.org/wiki/Battle_of_the_Port_of_Carthage,147 BC
Battle of Nepheris,https://en.wikipedia.org/wiki/Battle_of_Nepheris_(147_BC),147 BC
Battle of Carthage (c.149 BC),https://en.wikipedia.org/wiki/Battle_of_Carthage_(c.149_BC),146 BC
Battle of Corinth,https://en.wikipedia.org/wiki/Battle_of_Corinth_(146_BC),146 BC
Battle of Antioch,https://en.wikipedia.org/wiki/Battle_of_Antioch_(145_BC),145 BC
Siege of Numantia,https://en.wikipedia.org/wiki/Siege_of_Numantia,133 BC
Battle of Mayi,https://en.wikipedia.org/wiki/Battle_of_Mayi,133 BC
Battle of Ecbatana,https://en.wikipedia.org/wiki/Battle_of_Ecbatana,129 BC
Battle of Vindalium,https://en.wikipedia.org/wiki/Battle_of_Vindalium,121 BC
Battle of the Isère River,https://en.wikipedia.org/wiki/Battle_of_the_Is%C3%A8re_River,121 BC
Battle of Mobei,https://en.wikipedia.org/wiki/Battle_of_Mobei,119 BC
Siege of Cirta,https://en.wikipedia.org/wiki/Siege_of_Cirta,113 BC
Battle of Noreia,https://en.wikipedia.org/wiki/Battle_of_Noreia,112 BC
Battle of Suthul,https://en.wikipedia.org/wiki/Battle_of_Suthul,110 BC
Battle of the Muthul,https://en.wikipedia.org/wiki/Battle_of_the_Muthul,109 BC
Siege of Zama,https://en.wikipedia.org/wiki/Siege_of_Zama,109 BC
Battle of Loulan,https://en.wikipedia.org/wiki/Battle_of_Loulan,108 BC
Siege of Thala,https://en.wikipedia.org/wiki/Siege_of_Thala,108 BC
Battle of Burdigala,https://en.wikipedia.org/wiki/Battle_of_Burdigala,107 BC
Second Battle of Cirta,https://en.wikipedia.org/wiki/Second_Battle_of_Cirta,106 BC
Battle of Arausio,https://en.wikipedia.org/wiki/Battle_of_Arausio,105 BC
Battle of Scirthaea,https://en.wikipedia.org/wiki/Second_Servile_War,103 BC
Siege of Triocala,https://en.wikipedia.org/wiki/Second_Servile_War,103 BC
Battle of Tridentum,https://en.wikipedia.org/wiki/Battle_of_Tridentum,102 BC
Battle of Aquae Sextae,https://en.wikipedia.org/wiki/Battle_of_Aquae_Sextae,102 BC
Battle of Vercellae,https://en.wikipedia.org/wiki/Battle_of_Vercellae,101 BC
Battle of Tian Shan,https://en.wikipedia.org/wiki/Battle_of_Tian_Shan,99 BC
Battle of Gadara,https://en.wikipedia.org/wiki/Battle_of_Gadara,93 BC
Battle of Aesernia,https://en.wikipedia.org/wiki/Battle_of_Aesernia,90 BC
Battle of Acerrae,https://en.wikipedia.org/wiki/Battle_of_Acerrae,90 BC
Battle of Fucine Lake,https://en.wikipedia.org/wiki/Battle_of_Fucine_Lake,89 BC
Battle of Asculum,https://en.wikipedia.org/wiki/Battle_of_Asculum_(89_BC),89 BC
Battle of the River Amnias,https://en.wikipedia.org/wiki/Battle_of_the_River_Amnias,89 BC
Battle of Protopachium,https://en.wikipedia.org/wiki/Battle_of_Protopachium,89 BC
Battle of Mount Scorobas,https://en.wikipedia.org/wiki/Battle_of_Mount_Scorobas,88 BC
Siege of Athens and Piraeus,https://en.wikipedia.org/wiki/Siege_of_Athens_and_Piraeus_(87_BC_-_86_BC),87 - 86 BC
Battle of Tenedos,https://en.wikipedia.org/wiki/Battle_of_Tenedos,86 BC
Battle of Chaeronea,https://en.wikipedia.org/wiki/Battle_of_Chaeronea_(86_BC),86 BC
Battle of Orchomenus,https://en.wikipedia.org/wiki/Battle_of_Orchomenus,85 BC
Battle of Cana,https://en.wikipedia.org/wiki/Battle_of_Cana,84 BC
Battle of Mount Tifata,https://en.wikipedia.org/wiki/Battle_of_Mount_Tifata,83 BC
Battle of the Colline Gate,https://en.wikipedia.org/wiki/Battle_of_the_Colline_Gate_(82_BC),82 BC
Battle of the Baetis River,https://en.wikipedia.org/wiki/Battle_of_the_Baetis_River,80 BC
Battle of Lauron,https://en.wikipedia.org/wiki/Battle_of_Lauron,76 BC
Battle of Saguntum,https://en.wikipedia.org/wiki/Battle_of_Saguntum_(75_BC),75 BC
Battle of Chalcedon,https://en.wikipedia.org/wiki/Battle_of_Chalcedon_(74_BC),74 BC
Battle of Cyzicus,https://en.wikipedia.org/wiki/Battle_of_Cyzicus_(74_BC),74 BC
Battle of Mount Vesuvius,https://en.wikipedia.org/wiki/Battle_of_Mount_Vesuvius,73 BC
Battle of the Rhyndacus (73 BC),https://en.wikipedia.org/wiki/Battle_of_the_Rhyndacus_(73_BC),73 BC
Battle of Cabira,https://en.wikipedia.org/wiki/Battle_of_Cabira,72 BC
Siege of Heraclea,https://en.wikipedia.org/wiki/Siege_of_Heraclea,72-71 BC
Battle of Cantenna,https://en.wikipedia.org/wiki/Battle_of_Cantenna,71 BC
Battle of the Silarius River,https://en.wikipedia.org/wiki/Battle_of_the_Silarius_River,71 BC
Battle of Tigranocerta,https://en.wikipedia.org/wiki/Battle_of_Tigranocerta,69 BC
Battle of Artaxata,https://en.wikipedia.org/wiki/Battle_of_Artaxata,68 BC
Battle of Korakesion,https://en.wikipedia.org/wiki/Battle_of_Korakesion,67 BC
Battle of Jushi,https://en.wikipedia.org/wiki/Battle_of_Jushi,67 BC
Battle of Zela (67 BC),https://en.wikipedia.org/wiki/Battle_of_Zela_(67_BC),67 BC
Battle of the Lycus,https://en.wikipedia.org/wiki/Battle_of_the_Lycus,66 BC
Battle of the Pelorus,https://en.wikipedia.org/wiki/Battle_of_the_Pelorus,65 BC
Battle of Magetobriga,https://en.wikipedia.org/wiki/Battle_of_Magetobriga,63 BC
Siege of Jerusalem,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(63_BC),63 BC
Battle of Pistoria,https://en.wikipedia.org/wiki/Battle_of_Pistoria,62 BC
Battle of Histria,https://en.wikipedia.org/wiki/Battle_of_Histria,61 BC
Battle of the Arar,https://en.wikipedia.org/wiki/Battle_of_the_Arar,58 BC
Battle of Bibracte,https://en.wikipedia.org/wiki/Battle_of_Bibracte,58 BC
Battle of Vosges,https://en.wikipedia.org/wiki/Battle_of_Vosges_(58_BC),58 BC
Battle of the Axona,https://en.wikipedia.org/wiki/Battle_of_the_Axona,57 BC
Battle of the Sabis,https://en.wikipedia.org/wiki/Battle_of_the_Sabis,57 BC
Siege of the Atuatuci,https://en.wikipedia.org/wiki/Siege_of_the_Atuatuci,57 BC
Battle of Octodurus,https://en.wikipedia.org/wiki/Battle_of_Octodurus,57-56 BC
Battle of Carrhae,https://en.wikipedia.org/wiki/Battle_of_Carrhae,53 BC
Battle of Bovillae,https://en.wikipedia.org/wiki/Battle_of_Bovillae,52 BC
Siege of Avaricum,https://en.wikipedia.org/wiki/Avaricum,52 BC
Battle of Gergovia,https://en.wikipedia.org/wiki/Battle_of_Gergovia,52 BC
Battle of Lutetia,https://en.wikipedia.org/wiki/Battle_of_Lutetia,52 BC
Battle of Alesia,https://en.wikipedia.org/wiki/Battle_of_Alesia,52 BC
Siege of Uxellodunum,https://en.wikipedia.org/wiki/Siege_of_Uxellodunum,51 BC
Siege of Corfinium,https://en.wikipedia.org/wiki/Siege_of_Corfinium,49 BC
Siege of Brundisium,https://en.wikipedia.org/wiki/Siege_of_Brundisium,49 BC
Siege of Massilia,https://en.wikipedia.org/wiki/Siege_of_Massilia,49 BC
Battle of Ilerda,https://en.wikipedia.org/wiki/Battle_of_Ilerda,49 BC
Battle of Tauroento,https://en.wikipedia.org/wiki/Battle_of_Tauroento,49 BC
Siege of Curicta,https://en.wikipedia.org/wiki/Siege_of_Curicta,49 BC
Battle of Utica (49 BC),https://en.wikipedia.org/wiki/Battle_of_Utica_(49_BC),49 BC
Battle of the Bagradas River,https://en.wikipedia.org/wiki/Battle_of_the_Bagradas_River_(49_BC),49 BC
Siege of Salona,https://en.wikipedia.org/wiki/Siege_of_Salona,49 BC
Battle of Dyrrhachium (48 BC),https://en.wikipedia.org/wiki/Battle_of_Dyrrhachium_(48_BC),48 BC
Siege of Oricum,https://en.wikipedia.org/wiki/Siege_of_Oricum,48 BC
Siege of Gomphi,https://en.wikipedia.org/wiki/Siege_of_Gomphi,48 BC
Battle of Pharsalus,https://en.wikipedia.org/wiki/Battle_of_Pharsalus,48 BC
Battle of Nicopolis (48 BC),https://en.wikipedia.org/wiki/Battle_of_Nicopolis_(48_BC),48 BC
Siege of Alexandria (47 BC),https://en.wikipedia.org/wiki/Siege_of_Alexandria_(47_BC),47 BC
Battle of the Nile,https://en.wikipedia.org/wiki/Battle_of_the_Nile_(47_BC),47 BC
Battle of Zela,https://en.wikipedia.org/wiki/Battle_of_Zela,47 BC
Battle of Tauris,https://en.wikipedia.org/wiki/Battle_of_Tauris,47 BC
Battle of Ruspina,https://en.wikipedia.org/wiki/Battle_of_Ruspina,46 BC
Battle of Ascurum,https://en.wikipedia.org/wiki/The_Battle_of_Ascurum,46 BC
Battle of Thapsus,https://en.wikipedia.org/wiki/Battle_of_Thapsus,46 BC
Battle of Hippo Regius,https://en.wikipedia.org/wiki/Battle_of_Hippo_Regius,46 BC
Battle of Carteia,https://en.wikipedia.org/wiki/Battle_off_Carteia_(46_BC),46 BC
Battle of Munda,https://en.wikipedia.org/wiki/Battle_of_Munda,45 BC
Battle of Lauro,https://en.wikipedia.org/wiki/Battle_of_Lauro,45 BC
Siege of Corduba,https://en.wikipedia.org/wiki/Siege_of_Corduba,45 BC
Siege of Apamea,https://en.wikipedia.org/wiki/Siege_of_Apamea,45 BC
Battle of Forum Gallorum,https://en.wikipedia.org/wiki/Battle_of_Forum_Gallorum,43 BC
Battle of Mutina,https://en.wikipedia.org/wiki/Battle_of_Mutina,43 BC
First Battle of Philippi,https://en.wikipedia.org/wiki/First_Battle_of_Philippi,42 BC
Second Battle of Philippi,https://en.wikipedia.org/wiki/Second_Battle_of_Philippi,42 BC
Battle of Perugia,https://en.wikipedia.org/wiki/Battle_of_Perugia,40 BC
Battle of the Cilician Gates,https://en.wikipedia.org/wiki/Battle_of_the_Cilician_Gates,39 BC
Battle of Amanus Pass,https://en.wikipedia.org/wiki/Battle_of_Amanus_Pass,39 BC
Battle of Mount Gindarus,https://en.wikipedia.org/wiki/Battle_of_Mount_Gindarus,38 BC
Siege of Jerusalem,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(37_BC),37 BC
Battle of Naulochus,https://en.wikipedia.org/wiki/Battle_of_Naulochus,36 BC
Battle of Zhizhi,https://en.wikipedia.org/wiki/Battle_of_Zhizhi,36 BC
Battle of Actium,https://en.wikipedia.org/wiki/Battle_of_Actium,31 BC
Battle of Alexandria,https://en.wikipedia.org/wiki/Battle_of_Alexandria_(30_BC),30 BC
Siege of Aracillum,https://en.wikipedia.org/wiki/Siege_of_Aracillum,25 BC
Battle of Vellica,https://en.wikipedia.org/wiki/Battle_of_Vellica,25 BC
Battle of Lake Constance,https://en.wikipedia.org/wiki/Battle_of_Lake_Constance,15 BC
Battle of Arbalo,https://en.wikipedia.org/wiki/Battle_of_Arbalo,11 BC
Battle of the Lupia River,https://en.wikipedia.org/wiki/Battle_of_the_Lupia_River,11 BC
Battle of the Teutoburg Forest,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest,9 AD
Battle at Pontes Longi,https://en.wikipedia.org/wiki/Battle_at_Pontes_Longi,15 AD
Battle of the Weser River,https://en.wikipedia.org/wiki/Battle_of_the_Weser_River,16 AD
Battle of the Angrivarian Wall,https://en.wikipedia.org/wiki/Battle_of_the_Angrivarian_Wall,16 AD
Battle of Kunyang,https://en.wikipedia.org/wiki/Battle_of_Kunyang,23 AD
Battle of Baduhenna Wood,https://en.wikipedia.org/wiki/Battle_of_Baduhenna_Wood,28 AD
Battle of the Medway,https://en.wikipedia.org/wiki/Battle_of_the_Medway,43 AD
Siege of Uspe,https://en.wikipedia.org/wiki/Siege_of_Uspe,49 AD
Battle of Caer Caradock,https://en.wikipedia.org/wiki/Battle_of_Caer_Caradock,50 AD
Salt Battle,https://en.wikipedia.org/wiki/Battle_between_the_Hermunduri_and_the_Chatti,58 AD
Battle of Camulodunum,https://en.wikipedia.org/wiki/Battle_of_Camulodunum,60-61 AD
Battle of Watling Street,https://en.wikipedia.org/wiki/Battle_of_Watling_Street,61 AD
Siege of Tigranocerta,https://en.wikipedia.org/wiki/Roman%E2%80%93Parthian_War_of_58%E2%80%9363,61 AD
Battle of Rhandeia,https://en.wikipedia.org/wiki/Battle_of_Rhandeia,62 AD
Battle of Beth Horon (66),https://en.wikipedia.org/wiki/Battle_of_Beth_Horon_(66),66 AD
Siege of Yodfat,https://en.wikipedia.org/wiki/Siege_of_Yodfat,67 AD
Siege of Gamla,https://en.wikipedia.org/wiki/Siege_of_Gamla,67 AD
Battle of Vensontio,https://en.wikipedia.org/wiki/Battle_of_Vesontio_(68),68 AD
Battle of Bedriacum,https://en.wikipedia.org/wiki/Battle_of_Bedriacum,69 AD
Second Battle of Bedriacum,https://en.wikipedia.org/wiki/Second_Battle_of_Bedriacum,69 AD
Battle of Locus Castorum,https://en.wikipedia.org/wiki/Battle_of_Locus_Castorum,69 AD
Siege of Jerusalem (70),https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(70),70 AD
Battle of Stanwick,https://en.wikipedia.org/wiki/Battle_of_Stanwick,71 AD
Battle of Yiwulu,https://en.wikipedia.org/wiki/Battle_of_Yiwulu,73 AD
Siege of Masada,https://en.wikipedia.org/wiki/Siege_of_Masada,74 AD
Battle of Mons Graupius,https://en.wikipedia.org/wiki/Battle_of_Mons_Graupius,84 AD
First Battle of Tapae,https://en.wikipedia.org/wiki/First_Battle_of_Tapae,87-88 AD
Battle of Ikh Bayan,https://en.wikipedia.org/wiki/Battle_of_Ikh_Bayan,89 AD
Second Battle of Tapae,https://en.wikipedia.org/wiki/Second_Battle_of_Tapae,101 AD
Battle of Adamclisi,https://en.wikipedia.org/wiki/Battle_of_Adamclisi,102 AD
Battle of Gatae,https://en.wikipedia.org/wiki/Battle_of_Gatae,103 AD
Battle of Sarmizegetusa,https://en.wikipedia.org/wiki/Battle_of_Sarmizegetusa,106 AD
Battle of Venni,https://en.wikipedia.org/wiki/Battle_of_Venni,130 AD
Siege of Burnswark,https://en.wikipedia.org/wiki/Siege_of_Burnswark,140 AD
Siege of Edessa,https://en.wikipedia.org/wiki/Siege_of_Edessa_(163),163 AD
